"" "tlid" "prop_account_id" "prop_class" "code_area" "mrkt_land_val" "mrkt_bld_val" "mrkt_special_val" "mrkt_tot_val" "assessed_val" "legal_desc" "address" "lot_size" "taxes_2018" "taxes_2019"
0 "1N236BD01200" "R2110906" "0000" "051.69" 0 0 0 0 0 "AMBERGLEN, AN OREGON BUSINESS CENTER NO.11 Lot:M  " "   . HILLSBORO OR, 97006" 0.8 0.0 0.0
1 "1N236BD01300" "R2110907" "0001" "051.69" 0 0 0 0 0 "AMBERGLEN, AN OREGON BUSINESS CENTER NO.11 Lot:N  " "   . HILLSBORO OR, 97006" 0.46 0.0 0.0
2 "1N236BD01400" "R2145549" "2210" "051.69" 2921270 6671480 0 9592750 4993550 "2006-033 PARTITION PLAT Lot:1  " "9800 NE GIBBS DR. HILLSBORO OR, 97006" 3.55 86385.58 89413.01
65 "1N236CB91032" "R2152441" "1020" "051.69" 0 294130 0 294130 171310 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.2: ANNEXATION OF STAGE 3 Lot:C 10 " "650 NE ADWICK DR. BEAVERTON OR, 97006" "" 2963.75 3067.45
66 "1N236CB91042" "R2152442" "1020" "051.69" 0 294130 0 294130 182430 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.2: ANNEXATION OF STAGE 3 Lot:D 10 " "644 NE ADWICK DR. BEAVERTON OR, 97006" "" 3156.0 3266.53
67 "1N236CB91052" "R2152443" "1020" "051.69" 0 272860 0 272860 163850 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.2: ANNEXATION OF STAGE 3 Lot:E 10 " "652 NE ADWICK DR. BEAVERTON OR, 97006" "" 2834.54 2933.84
68 "1N236CB91062" "R2152444" "1020" "051.69" 0 272860 0 272860 163850 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.2: ANNEXATION OF STAGE 3 Lot:F 10 " "640 NE ADWICK DR. BEAVERTON OR, 97006" "" 2834.54 2933.84
69 "1N236CB91111" "R2154243" "1020" "051.69" 0 209670 0 209670 121870 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:11A 11 " "634 NE ADWICK DR. BEAVERTON OR, 97006" "" 2108.44 2182.18
70 "1N236CB91112" "R2154244" "1020" "051.69" 0 294130 0 294130 182430 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:11C 11 " "636 NE ADWICK DR. BEAVERTON OR, 97006" "" 3156.0 3266.53
71 "1N236CB91121" "R2154245" "1020" "051.69" 0 209670 0 209670 121870 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:11B 11 " "630 NE ADWICK DR. BEAVERTON OR, 97006" "" 2108.44 2182.18
72 "1N236CB91122" "R2154246" "1020" "051.69" 0 294130 0 294130 182430 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:11D 11 " "628 NE ADWICK DR. BEAVERTON OR, 97006" "" 3156.0 3266.53
73 "1N236CB91132" "R2154247" "1020" "051.69" 0 272860 0 272860 163850 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:11E 11 " "638 NE ADWICK DR. BEAVERTON OR, 97006" "" 2834.54 2933.84
74 "1N236CB91142" "R2154248" "1020" "051.69" 0 272860 0 272860 163850 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:11F 11 " "626 NE ADWICK DR. BEAVERTON OR, 97006" "" 2834.54 2933.84
75 "1N236CB91211" "R2154249" "1020" "051.69" 0 209670 0 209670 121870 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:12A 12 " "618 NE ADWICK DR. BEAVERTON OR, 97006" "" 2108.44 2182.18
76 "1N236CB91212" "R2154250" "1020" "051.69" 0 294130 0 294130 182430 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:12C 12 " "620 NE ADWICK DR. BEAVERTON OR, 97006" "" 3156.0 3266.53
77 "1N236CB91221" "R2154251" "1020" "051.69" 0 209670 0 209670 121870 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:12B 12 " "616 NE ADWICK DR. BEAVERTON OR, 97006" "" 2108.44 2182.18
78 "1N236CB91222" "R2154252" "1020" "051.69" 0 294130 0 294130 182430 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:12D 12 " "614 NE ADWICK DR. BEAVERTON OR, 97006" "" 3156.0 3266.53
79 "1N236CB91232" "R2154253" "1020" "051.69" 0 272860 0 272860 164040 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:12E 12 " "624 NE ADWICK DR. BEAVERTON OR, 97006" "" 2837.93 2937.26
80 "1N236CB91242" "R2154254" "1020" "051.69" 0 272860 0 272860 163850 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:12F 12 " "612 NE ADWICK DR. BEAVERTON OR, 97006" "" 2834.54 2933.84
81 "1N236CB91311" "R2154255" "1020" "051.69" 0 209670 0 209670 121870 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:13A 13 " "606 NE ADWICK DR. BEAVERTON OR, 97006" "" 2108.44 2182.18
82 "1N236CB91312" "R2154256" "1020" "051.69" 0 294130 0 294130 182430 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:13C 13 " "608 NE ADWICK DR. BEAVERTON OR, 97006" "" 3156.0 3266.53
83 "1N236CB91321" "R2154257" "1020" "051.69" 0 209670 0 209670 99850 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:13B 13 " "604 NE ADWICK DR. BEAVERTON OR, 97006" "" 1727.51 1787.9
84 "1N236CB91322" "R2154258" "1020" "051.69" 0 294130 0 294130 182430 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:13D 13 " "602 NE ADWICK DR. BEAVERTON OR, 97006" "" 3156.0 3266.53
85 "1N236CB91332" "R2154259" "1020" "051.69" 0 272860 0 272860 163850 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:13E 13 " "610 NE ADWICK DR. BEAVERTON OR, 97006" "" 2834.54 2933.84
86 "1N236CB91342" "R2154260" "1020" "051.69" 0 272860 0 272860 163850 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:13F 13 " "600 NE ADWICK DR. BEAVERTON OR, 97006" "" 2834.54 2933.84
87 "1N236CB91411" "R2154261" "1020" "051.69" 0 209670 0 209670 121870 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:14A 14 " "615 NE ADWICK DR. BEAVERTON OR, 97006" "" 2108.44 2182.18
88 "1N236CB91412" "R2154262" "1020" "051.69" 0 294130 0 294130 182430 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:14C 14 " "613 NE ADWICK DR. BEAVERTON OR, 97006" "" 3156.0 3266.53
89 "1N236CB91421" "R2154263" "1020" "051.69" 0 209670 0 209670 121870 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:14B 14 " "617 NE ADWICK DR. BEAVERTON OR, 97006" "" 2108.44 2182.18
90 "1N236CB91422" "R2154264" "1020" "051.69" 0 294130 0 294130 182430 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:14D 14 " "619 NE ADWICK DR. BEAVERTON OR, 97006" "" 3156.0 3266.53
91 "1N236CB91432" "R2154265" "1020" "051.69" 0 272860 0 272860 163850 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:14E 14 " "611 NE ADWICK DR. BEAVERTON OR, 97006" "" 2834.54 2933.84
92 "1N236CB91442" "R2154266" "1020" "051.69" 0 272860 0 272860 163850 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:14F 14 " "623 NE ADWICK DR. BEAVERTON OR, 97006" "" 2834.54 2933.84
93 "1N236CB91511" "R2154267" "1020" "051.69" 0 209670 0 209670 121870 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:15A 15 " "629 NE ADWICK DR. BEAVERTON OR, 97006" "" 2108.44 2182.18
94 "1N236CB91512" "R2154268" "1020" "051.69" 0 294130 0 294130 182430 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:15C 15 " "627 NE ADWICK DR. BEAVERTON OR, 97006" "" 3156.0 3266.53
95 "1N236CB91521" "R2154269" "1020" "051.69" 0 209670 0 209670 121870 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:15B 15 " "631 NE ADWICK DR. BEAVERTON OR, 97006" "" 2108.44 2182.18
96 "1N236CB91522" "R2154270" "1020" "051.69" 0 294130 0 294130 182430 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:15D 15 " "633 NE ADWICK DR. BEAVERTON OR, 97006" "" 3156.0 3266.53
97 "1N236CB91532" "R2154271" "1020" "051.69" 0 272860 0 272860 163850 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:15E 15 " "625 NE ADWICK DR. BEAVERTON OR, 97006" "" 2834.54 2933.84
