"" "tlid" "prop_account_id" "prop_class" "code_area" "mrkt_land_val" "mrkt_bld_val" "mrkt_special_val" "mrkt_tot_val" "assessed_val" "legal_desc" "address" "lot_size" "taxes_2018" "taxes_2019"
39 "1N236DD84412" "R2173626" "1020" "051.69" 0 242190 0 242190 145750 "CARRIAGES AT AUTUMN CREEK CONDO, THE Lot:44-201 44 " "10654 NE HOLLY ST. BEAVERTON OR, 97006" "" 2521.52 2609.76
40 "1N236DD84413" "R2173634" "1020" "051.69" 0 245930 0 245930 148080 "CARRIAGES AT AUTUMN CREEK CONDO, THE Lot:44-301 44 " "10654 NE HOLLY ST. BEAVERTON OR, 97006" "" 2561.73 2651.48
41 "1N236DD84421" "R2173622" "1020" "051.69" 0 240750 0 240750 144840 "CARRIAGES AT AUTUMN CREEK CONDO, THE Lot:44-102 44 " "10654 NE HOLLY ST. BEAVERTON OR, 97006" "" 2505.81 2593.44
42 "1N236DD84422" "R2173627" "1020" "051.69" 0 236090 0 236090 141930 "CARRIAGES AT AUTUMN CREEK CONDO, THE Lot:44-202 44 " "10654 NE HOLLY ST. BEAVERTON OR, 97006" "" 2455.38 2541.37
43 "1N236DD84423" "R2173635" "1020" "051.69" 0 231680 0 231680 139560 "CARRIAGES AT AUTUMN CREEK CONDO, THE Lot:44-302 44 " "10654 NE HOLLY ST. BEAVERTON OR, 97006" "" 2414.39 2498.91
44 "1N236DD84432" "R2173628" "1020" "051.69" 0 215870 0 215870 116020 "CARRIAGES AT AUTUMN CREEK CONDO, THE Lot:44-203 44 " "10654 NE HOLLY ST. BEAVERTON OR, 97006" "" 2007.23 2077.41
45 "1N236DD84433" "R2173636" "1020" "051.69" 0 223070 0 223070 116020 "CARRIAGES AT AUTUMN CREEK CONDO, THE Lot:44-303 44 " "10654 NE HOLLY ST. BEAVERTON OR, 97006" "" 2007.23 2077.41
46 "1N236DD84441" "R2173623" "1020" "051.69" 0 221560 0 221560 119210 "CARRIAGES AT AUTUMN CREEK CONDO, THE Lot:44-104 44 " "10654 NE HOLLY ST. BEAVERTON OR, 97006" "" 2062.29 2134.51
47 "1N236DD84442" "R2173629" "1020" "051.69" 0 215870 0 215870 116020 "CARRIAGES AT AUTUMN CREEK CONDO, THE Lot:44-204 44 " "10654 NE HOLLY ST. BEAVERTON OR, 97006" "" 2007.23 2077.41
48 "1N236DD84443" "R2173637" "1020" "051.69" 0 215870 0 215870 116020 "CARRIAGES AT AUTUMN CREEK CONDO, THE Lot:44-304 44 " "10654 NE HOLLY ST. BEAVERTON OR, 97006" "" 2007.23 2077.41
49 "1N236DD84452" "R2173630" "1020" "051.69" 0 215870 0 215870 116020 "CARRIAGES AT AUTUMN CREEK CONDO, THE Lot:44-205 44 " "10654 NE HOLLY ST. BEAVERTON OR, 97006" "" 2007.23 2077.41
50 "1N236DD84453" "R2173638" "1020" "051.69" 0 215870 0 215870 116020 "CARRIAGES AT AUTUMN CREEK CONDO, THE Lot:44-305 44 " "10654 NE HOLLY ST. BEAVERTON OR, 97006" "" 2007.23 2077.41
51 "1N236DD84461" "R2173624" "1020" "051.69" 0 215870 0 215870 116020 "CARRIAGES AT AUTUMN CREEK CONDO, THE Lot:44-106 44 " "10654 NE HOLLY ST. BEAVERTON OR, 97006" "" 2007.23 2077.41
52 "1N236DD84462" "R2173631" "1020" "051.69" 0 215870 0 215870 116020 "CARRIAGES AT AUTUMN CREEK CONDO, THE Lot:44-206 44 " "10654 NE HOLLY ST. BEAVERTON OR, 97006" "" 2007.23 2077.41
53 "1N236DD84463" "R2173639" "1020" "051.69" 0 229510 0 229510 119210 "CARRIAGES AT AUTUMN CREEK CONDO, THE Lot:44-306 44 " "10654 NE HOLLY ST. BEAVERTON OR, 97006" "" 2062.29 2134.51
54 "1N236DD84472" "R2173632" "1020" "051.69" 0 242190 0 242190 145750 "CARRIAGES AT AUTUMN CREEK CONDO, THE Lot:44-207 44 " "10654 NE HOLLY ST. BEAVERTON OR, 97006" "" 2521.52 2609.76
55 "1N236DD84473" "R2173640" "1020" "051.69" 0 242190 0 242190 145750 "CARRIAGES AT AUTUMN CREEK CONDO, THE Lot:44-307 44 " "10654 NE HOLLY ST. BEAVERTON OR, 97006" "" 2521.52 2609.76
56 "1N236DD84481" "R2173625" "1020" "051.69" 0 240750 0 240750 144840 "CARRIAGES AT AUTUMN CREEK CONDO, THE Lot:44-108 44 " "10654 NE HOLLY ST. BEAVERTON OR, 97006" "" 2505.81 2593.44
57 "1N236DD84482" "R2173633" "1020" "051.69" 0 236090 0 236090 141930 "CARRIAGES AT AUTUMN CREEK CONDO, THE Lot:44-208 44 " "10654 NE HOLLY ST. BEAVERTON OR, 97006" "" 2455.38 2541.37
58 "1N236DD84483" "R2173641" "1020" "051.69" 0 236530 0 236530 142610 "CARRIAGES AT AUTUMN CREEK CONDO, THE Lot:44-308 44 " "10654 NE HOLLY ST. BEAVERTON OR, 97006" "" 2467.13 2553.54
59 "1N236DD84512" "R2180574" "1020" "051.69" 0 244600 0 244600 154860 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:45-201 45 " "10734 NE HOLLY ST. BEAVERTON OR, 97006" "" 2678.97 2772.89
60 "1N236DD84513" "R2180582" "1020" "051.69" 0 244600 0 244600 154860 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:45-301 45 " "10734 NE HOLLY ST. BEAVERTON OR, 97006" "" 2678.97 2772.89
61 "1N236DD84521" "R2180570" "1020" "051.69" 0 271500 0 271500 142920 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:45-102 45 " "10734 NE HOLLY ST. BEAVERTON OR, 97006" "" 2472.48 2559.07
62 "1N236DD84522" "R2180575" "1020" "051.69" 0 267440 0 267440 166870 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:45-202 45 " "10734 NE HOLLY ST. BEAVERTON OR, 97006" "" 2886.76 2987.94
63 "1N236DD84523" "R2180583" "1020" "051.69" 0 267440 0 267440 166870 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:45-302 45 " "10734 NE HOLLY ST. BEAVERTON OR, 97006" "" 2886.76 2987.94
64 "1N236DD84532" "R2180576" "1020" "051.69" 0 239150 0 239150 139620 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:45-203 45 " "10734 NE HOLLY ST. BEAVERTON OR, 97006" "" 2415.46 2500.03
65 "1N236DD84533" "R2180584" "1020" "051.69" 0 234000 0 234000 136460 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:45-303 45 " "10734 NE HOLLY ST. BEAVERTON OR, 97006" "" 2360.78 2443.4
66 "1N236DD84541" "R2180571" "1020" "051.69" 0 240610 0 240610 140330 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:45-104 45 " "10734 NE HOLLY ST. BEAVERTON OR, 97006" "" 2427.76 2512.72
67 "1N236DD84542" "R2180577" "1020" "051.69" 0 234000 0 234000 136460 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:45-204 45 " "10734 NE HOLLY ST. BEAVERTON OR, 97006" "" 2360.78 2443.4
68 "1N236DD84543" "R2180585" "1020" "051.69" 0 234000 0 234000 136460 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:45-304 45 " "10734 NE HOLLY ST. BEAVERTON OR, 97006" "" 2360.78 2443.4
69 "1N236DD84552" "R2180578" "1020" "051.69" 0 239150 0 239150 139620 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:45-205 45 " "10734 NE HOLLY ST. BEAVERTON OR, 97006" "" 2415.46 2500.03
70 "1N236DD84553" "R2180586" "1020" "051.69" 0 234000 0 234000 136460 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:45-305 45 " "10734 NE HOLLY ST. BEAVERTON OR, 97006" "" 2360.78 2443.4
71 "1N236DD84561" "R2180572" "1020" "051.69" 0 240610 0 240610 140330 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:45-106 45 " "10734 NE HOLLY ST. BEAVERTON OR, 97006" "" 2427.76 2512.72
72 "1N236DD84562" "R2180579" "1020" "051.69" 0 234000 0 234000 136460 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:45-206 45 " "10734 NE HOLLY ST. BEAVERTON OR, 97006" "" 2360.78 2443.4
73 "1N236DD84563" "R2180587" "1020" "051.69" 0 234000 0 234000 136460 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:45-306 45 " "10734 NE HOLLY ST. BEAVERTON OR, 97006" "" 2360.78 2443.4
74 "1N236DD84572" "R2180580" "1020" "051.69" 0 244600 0 244600 154860 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:45-207 45 " "10734 NE HOLLY ST. BEAVERTON OR, 97006" "" 2678.97 2772.89
75 "1N236DD84573" "R2180588" "1020" "051.69" 0 244600 0 244600 154860 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:45-307 45 " "10734 NE HOLLY ST. BEAVERTON OR, 97006" "" 2678.97 2772.89
76 "1N236DD84581" "R2180573" "1020" "051.69" 0 271500 0 271500 169360 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:45-108 45 " "10734 NE HOLLY ST. BEAVERTON OR, 97006" "" 2929.89 3032.49
77 "1N236DD84582" "R2180581" "1020" "051.69" 0 267440 0 267440 166870 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:45-208 45 " "10734 NE HOLLY ST. BEAVERTON OR, 97006" "" 2886.76 2987.94
78 "1N236DD84583" "R2180589" "1020" "051.69" 0 267440 0 267440 166870 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.3: ANNEXATION OF STAGE 4 Lot:45-308 45 " "10734 NE HOLLY ST. BEAVERTON OR, 97006" "" 2886.76 2987.94
79 "1N236DD84612" "R2182322" "1020" "051.69" 0 247700 0 247700 148340 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.4: ANNEXATION OF STAGE 5 Lot:46-201 46 " "10804 NE HOLLY ST. BEAVERTON OR, 97006" "" 2566.22 2656.13
80 "1N236DD84613" "R2182330" "1020" "051.69" 0 248310 0 248310 148340 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.4: ANNEXATION OF STAGE 5 Lot:46-301 46 " "10804 NE HOLLY ST. BEAVERTON OR, 97006" "" 2566.22 2656.13
81 "1N236DD84621" "R2182318" "1020" "051.69" 0 243190 0 243190 144140 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.4: ANNEXATION OF STAGE 5 Lot:46-102 46 " "10804 NE HOLLY ST. BEAVERTON OR, 97006" "" 2493.69 2580.92
82 "1N236DD84622" "R2182323" "1020" "051.69" 0 242340 0 242340 143540 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.4: ANNEXATION OF STAGE 5 Lot:46-202 46 " "10804 NE HOLLY ST. BEAVERTON OR, 97006" "" 2483.18 2570.17
83 "1N236DD84623" "R2182331" "1020" "051.69" 0 242340 0 242340 143540 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.4: ANNEXATION OF STAGE 5 Lot:46-302 46 " "10804 NE HOLLY ST. BEAVERTON OR, 97006" "" 2483.18 2570.17
84 "1N236DD84632" "R2182324" "1020" "051.69" 0 248890 0 248890 140000 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.4: ANNEXATION OF STAGE 5 Lot:46-203 46 " "10804 NE HOLLY ST. BEAVERTON OR, 97006" "" 2422.07 2506.81
85 "1N236DD84633" "R2182332" "1020" "051.69" 0 236160 0 236160 132340 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.4: ANNEXATION OF STAGE 5 Lot:46-303 46 " "10804 NE HOLLY ST. BEAVERTON OR, 97006" "" 2289.47 2369.63
86 "1N236DD84641" "R2182319" "1020" "051.69" 0 242800 0 242800 136230 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.4: ANNEXATION OF STAGE 5 Lot:46-104 46 " "10804 NE HOLLY ST. BEAVERTON OR, 97006" "" 2356.85 2439.3
87 "1N236DD84642" "R2182325" "1020" "051.69" 0 236160 0 236160 132340 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.4: ANNEXATION OF STAGE 5 Lot:46-204 46 " "10804 NE HOLLY ST. BEAVERTON OR, 97006" "" 2289.47 2369.63
88 "1N236DD84643" "R2182333" "1020" "051.69" 0 236160 0 236160 132340 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.4: ANNEXATION OF STAGE 5 Lot:46-304 46 " "10804 NE HOLLY ST. BEAVERTON OR, 97006" "" 2289.47 2369.63
89 "1N236DD84652" "R2182326" "1020" "051.69" 0 248890 0 248890 140000 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.4: ANNEXATION OF STAGE 5 Lot:46-205 46 " "10804 NE HOLLY ST. BEAVERTON OR, 97006" "" 2422.07 2506.81
90 "1N236DD84653" "R2182334" "1020" "051.69" 0 236160 0 236160 132340 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.4: ANNEXATION OF STAGE 5 Lot:46-305 46 " "10804 NE HOLLY ST. BEAVERTON OR, 97006" "" 2289.47 2369.63
91 "1N236DD84661" "R2182320" "1020" "051.69" 0 242800 0 242800 136230 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.4: ANNEXATION OF STAGE 5 Lot:46-106 46 " "10804 NE HOLLY ST. BEAVERTON OR, 97006" "" 2356.85 2439.3
92 "1N236DD84662" "R2182327" "1020" "051.69" 0 236160 0 236160 132340 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.4: ANNEXATION OF STAGE 5 Lot:46-206 46 " "10804 NE HOLLY ST. BEAVERTON OR, 97006" "" 2289.47 2369.63
93 "1N236DD84663" "R2182335" "1020" "051.69" 0 236160 0 236160 132340 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.4: ANNEXATION OF STAGE 5 Lot:46-306 46 " "10804 NE HOLLY ST. BEAVERTON OR, 97006" "" 2289.47 2369.63
94 "1N236DD84672" "R2182328" "1020" "051.69" 0 248310 0 248310 148340 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.4: ANNEXATION OF STAGE 5 Lot:46-207 46 " "10804 NE HOLLY ST. BEAVERTON OR, 97006" "" 2566.22 2656.13
95 "1N236DD84673" "R2182336" "1020" "051.69" 0 248310 0 248310 148340 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.4: ANNEXATION OF STAGE 5 Lot:46-307 46 " "10804 NE HOLLY ST. BEAVERTON OR, 97006" "" 2566.22 2656.13
96 "1N236DD84681" "R2182321" "1020" "051.69" 0 243190 0 243190 144140 "CARRIAGES AT AUTUMN CREEK CONDO, THE SUPPLEMENTAL PLAT NO.4: ANNEXATION OF STAGE 5 Lot:46-108 46 " "10804 NE HOLLY ST. BEAVERTON OR, 97006" "" 2493.69 2580.92
